student_id,join_ts,country_code,acquisition_channel,persona,first_subject
4608158,2025-10-23 19:18:28.051,US,Direct & Brand,exam_prepper,english
4636130,2026-01-10 18:14:56.473,US,Paid,exam_prepper,english
4686508,2026-01-16 15:58:06.217,US,Direct & Brand,working_professional,french
4337902,2025-06-06 14:29:15.623,ES,Paid,working_professional,english
4487575,2025-10-05 10:56:45.434,US,Paid,relocator,french
4463246,2025-12-02 12:20:38.588,UK,Direct & Brand,relocator,french
4463638,2025-07-19 14:50:09.541,ES,Paid,exam_prepper,german
4708446,2025-05-12 08:13:46.179,US,Direct & Brand,exam_prepper,english
4224082,2025-08-27 03:48:32.825,ES,Direct & Brand,working_professional,french
4536004,2025-11-09 08:30:17.792,FR,Direct & Brand,exam_prepper,spanish
4496171,2025-06-30 09:55:15.796,ES,Paid,relocator,spanish
4832291,2025-12-03 06:05:08.945,MX,Paid,conversationalist,english
4944956,2025-11-02 13:27:28.734,UK,Paid,exam_prepper,english
4834692,2026-01-15 16:16:41.427,US,WoM,working_professional,english
4771711,2026-02-15 15:59:14.648,US,Paid,working_professional,english
4177934,2025-12-13 14:47:52.660,MX,CRM,working_professional,spanish
4690855,2025-07-19 01:47:34.372,JP,Paid,working_professional,german
4088914,2025-11-27 11:52:37.801,MX,Paid,exam_prepper,portuguese
4297571,2025-07-14 16:14:46.914,MX,Direct & Brand,conversationalist,french
4540490,2025-09-06 09:21:50.256,US,CRM,conversationalist,portuguese
4696101,2025-11-19 06:01:23.610,US,WoM,working_professional,french
4663686,2025-09-25 12:21:14.306,UK,Direct & Brand,conversationalist,french
4649342,2025-12-13 23:36:50.535,US,Paid,relocator,portuguese
4351470,2025-08-10 04:36:55.600,ES,Paid,relocator,english
4097923,2025-11-11 13:36:28.747,FR,Paid,working_professional,spanish
4858179,2025-07-31 04:31:01.477,US,Paid,relocator,english
4998243,2025-09-25 21:29:03.777,ES,Paid,working_professional,italian
4787625,2025-04-17 19:34:26.102,UK,Paid,relocator,german
4246277,2026-01-08 10:52:45.505,BR,Paid,conversationalist,english
4705477,2025-09-08 09:17:12.710,US,Paid,working_professional,english
4325498,2025-10-30 05:56:31.544,UK,Direct & Brand,exam_prepper,english
4235552,2025-11-15 01:53:45.829,IT,Paid,exam_prepper,german
4845742,2026-01-15 04:46:27.856,UK,WoM,working_professional,spanish
4208802,2025-05-30 16:56:55.702,US,WoM,conversationalist,spanish
4154511,2025-09-05 17:58:31.784,UK,CRM,working_professional,english
4025611,2025-11-04 13:26:28.588,US,Paid,working_professional,english
4048458,2025-09-20 09:24:21.575,MX,WoM,working_professional,english
4256736,2025-06-18 13:42:47.570,UK,Direct & Brand,working_professional,spanish
4498216,2025-11-19 08:52:17.513,NL,Paid,working_professional,english
4640967,2025-10-28 11:10:04.790,BR,Paid,working_professional,english
4891014,2025-09-08 02:34:13.267,UK,Paid,conversationalist,english
4805819,2025-09-25 20:24:44.099,ES,Paid,working_professional,french
4076365,2025-06-11 12:58:15.995,US,Paid,working_professional,english
4477538,2025-09-19 21:14:56.533,US,CRM,exam_prepper,french
4434572,2025-11-02 13:20:35.860,FR,Direct & Brand,relocator,english
4929181,2026-01-02 20:22:20.870,US,Paid,working_professional,english
4660356,2026-02-20 15:41:39.794,ES,Paid,working_professional,english
4603634,2025-04-26 20:45:34.126,IT,WoM,conversationalist,english
4203880,2025-12-14 03:44:24.782,BR,Other,exam_prepper,english
4753240,2025-07-05 13:54:42.434,UK,Paid,conversationalist,spanish
4730180,2025-09-30 16:32:37.816,BR,Paid,working_professional,french
4402630,2026-01-01 10:48:15.686,FR,Paid,working_professional,english
4518392,2026-01-08 22:15:59.561,MX,Other,conversationalist,german
4419066,2025-12-15 22:33:50.785,SE,Direct & Brand,working_professional,english
4255836,2025-12-12 16:13:34.488,US,WoM,relocator,german
4154739,2026-01-04 11:33:20.391,US,Direct & Brand,working_professional,english
4687926,2026-02-26 19:13:08.534,US,Direct & Brand,exam_prepper,italian
4721024,2026-02-15 00:29:19.746,US,Paid,conversationalist,spanish
4005814,2025-10-17 03:12:17.458,PL,Direct & Brand,relocator,english
4936021,2025-11-12 10:32:39.688,MX,CRM,exam_prepper,french
4787443,2025-12-02 21:48:58.339,AR,Direct & Brand,working_professional,french
4902237,2025-11-14 09:18:24.377,DE,Direct & Brand,working_professional,french
4807451,2025-06-18 23:00:55.658,DE,CRM,conversationalist,italian
4928477,2025-05-10 12:24:31.996,ES,Other,working_professional,italian
4111764,2026-01-30 05:10:12.858,MX,Other,exam_prepper,french
4816232,2025-09-10 03:44:23.686,BR,Direct & Brand,relocator,french
4445798,2026-03-08 12:40:45.885,BR,Direct & Brand,conversationalist,english
4229471,2025-09-18 15:15:38.413,FR,Direct & Brand,working_professional,english
4184430,2025-09-09 11:25:45.254,FR,WoM,conversationalist,english
4843170,2025-07-30 15:44:19.673,DE,Direct & Brand,relocator,spanish
4729716,2025-08-27 00:55:05.682,US,Direct & Brand,exam_prepper,german
4543118,2026-01-07 00:25:44.873,ES,Other,exam_prepper,english
4487115,2025-09-14 07:26:41.430,ES,Paid,working_professional,english
4052657,2025-11-08 07:07:28.867,DE,Paid,working_professional,french
4584482,2026-01-12 10:28:40.507,JP,Paid,conversationalist,english
4261303,2026-01-30 21:21:01.175,FR,Direct & Brand,exam_prepper,english
4962037,2025-08-27 23:42:37.178,IT,Paid,working_professional,french
4889545,2025-10-31 15:59:31.850,UK,Paid,conversationalist,english
4127253,2025-03-21 16:23:42.591,ES,Direct & Brand,relocator,german
4478634,2026-04-05 01:25:46.428,NL,WoM,working_professional,english
4139816,2025-05-27 16:23:28.722,FR,Direct & Brand,conversationalist,english
4840346,2025-04-22 13:01:40.273,ES,Paid,exam_prepper,english
4487213,2025-10-09 11:47:39.704,IT,Paid,relocator,portuguese
4700005,2025-09-25 01:57:06.606,MX,Paid,working_professional,english
4556932,2025-10-18 01:32:02.730,US,CRM,working_professional,spanish
4586075,2025-07-10 18:57:28.862,TR,Direct & Brand,conversationalist,english
4624377,2025-06-01 01:05:06.701,UK,CRM,working_professional,italian
4332711,2025-08-22 16:46:16.975,BR,Other,exam_prepper,spanish
4996188,2025-10-02 08:05:50.628,BR,WoM,relocator,french
4791937,2025-09-29 11:58:45.212,MX,CRM,exam_prepper,french
4934727,2025-11-20 16:14:16.941,US,Paid,working_professional,french
4464071,2025-08-30 20:36:23.997,US,Paid,working_professional,french
4642412,2025-10-14 17:54:24.583,SE,Paid,working_professional,spanish
4854596,2025-10-31 04:37:14.595,US,Paid,relocator,english
4754213,2025-12-19 16:31:43.287,UK,Direct & Brand,working_professional,spanish
4935351,2025-09-12 04:20:19.935,DE,Direct & Brand,working_professional,german
4529298,2025-10-03 17:31:18.387,BR,Paid,relocator,english
4447470,2026-01-07 00:59:51.366,US,CRM,relocator,french
4870914,2025-09-04 14:52:42.995,JP,Paid,working_professional,english
4950906,2025-11-11 12:48:25.859,ES,Direct & Brand,working_professional,spanish
4574485,2025-07-18 11:06:08.170,ES,CRM,relocator,english
4467574,2025-12-18 03:10:36.202,US,Direct & Brand,working_professional,english
4940790,2025-08-28 00:41:00.164,ES,WoM,working_professional,french
4166889,2025-12-03 10:43:53.035,US,Paid,working_professional,english
4779779,2026-02-01 07:41:21.216,FR,Other,conversationalist,english
4903342,2025-12-31 08:19:44.860,FR,Paid,exam_prepper,french
4497732,2025-09-22 21:49:29.267,PL,Direct & Brand,working_professional,spanish
4471932,2026-02-01 21:07:31.455,BR,WoM,working_professional,spanish
4271782,2025-11-10 01:47:06.210,IT,Paid,conversationalist,spanish
4788295,2025-10-19 20:20:04.715,MX,WoM,conversationalist,english
4259249,2025-11-29 06:50:51.523,DE,Paid,exam_prepper,english
4880660,2025-09-27 17:42:57.790,US,WoM,exam_prepper,english
4668636,2025-12-16 22:08:36.764,US,Paid,conversationalist,german
4290782,2025-04-30 07:19:23.283,TR,Paid,relocator,spanish
4803013,2026-03-01 07:57:50.089,ES,Direct & Brand,working_professional,english
4815451,2025-06-21 12:38:34.771,DE,Direct & Brand,exam_prepper,english
4546622,2026-01-25 17:08:38.941,DE,Direct & Brand,working_professional,french
4508136,2025-10-24 15:24:41.811,JP,Paid,working_professional,english
4657193,2025-09-14 06:13:04.282,FR,Paid,conversationalist,spanish
4250867,2025-10-21 03:52:32.463,FR,Paid,working_professional,portuguese
4287936,2026-03-13 04:15:04.731,US,Direct & Brand,exam_prepper,english
4461239,2026-02-11 13:49:17.447,US,CRM,working_professional,english
4081247,2026-01-04 20:50:59.610,US,Direct & Brand,relocator,spanish
4748206,2026-02-09 12:44:36.438,PL,Direct & Brand,conversationalist,italian
4299607,2025-05-30 11:11:22.433,IT,Direct & Brand,exam_prepper,spanish
4245884,2025-11-27 05:08:16.738,US,Direct & Brand,working_professional,english
4284913,2025-09-02 22:58:46.034,FR,Paid,exam_prepper,spanish
4352161,2025-11-15 09:22:51.608,UK,Paid,relocator,english
4335239,2025-06-14 16:19:40.368,NL,WoM,conversationalist,english
4936406,2026-02-15 00:15:05.402,US,Paid,exam_prepper,spanish
4566390,2025-07-10 10:43:32.316,AR,Paid,conversationalist,spanish
4084491,2025-10-28 20:25:00.430,FR,WoM,exam_prepper,french
4145095,2025-08-28 16:47:42.875,TR,CRM,relocator,english
4158157,2025-10-09 18:43:59.027,PL,Direct & Brand,working_professional,english
4242495,2025-11-02 22:27:31.008,ES,Paid,working_professional,italian
4401641,2025-10-27 20:18:19.301,UK,Paid,working_professional,spanish
4727659,2025-06-14 03:32:52.521,JP,WoM,relocator,german
4160227,2026-04-01 09:21:19.060,ES,Paid,relocator,english
4740734,2026-02-07 08:12:05.620,DE,WoM,conversationalist,italian
4224345,2025-08-21 15:14:30.380,ES,Paid,conversationalist,english
4067348,2026-02-04 09:42:53.777,UK,Paid,exam_prepper,english
4435020,2025-09-10 20:12:18.182,US,Paid,exam_prepper,italian
4427398,2026-01-10 08:42:17.084,US,Direct & Brand,conversationalist,spanish
4346954,2025-08-27 11:32:46.202,AR,CRM,working_professional,english
4568969,2026-03-17 19:22:32.276,US,Direct & Brand,working_professional,german
4488557,2025-10-12 23:27:30.336,ES,Direct & Brand,exam_prepper,english
4435970,2025-11-02 16:17:49.061,US,Paid,exam_prepper,spanish
4065290,2025-11-11 20:44:46.961,DE,Paid,relocator,spanish
4216881,2026-01-03 19:25:02.111,US,Paid,working_professional,english
4873349,2025-07-15 11:26:33.569,ES,Direct & Brand,working_professional,english
4440552,2025-11-03 03:03:19.954,US,Paid,relocator,french
4408396,2025-06-30 18:02:00.679,US,CRM,working_professional,english
4948791,2026-02-07 18:16:31.009,ES,Paid,working_professional,english
4807189,2025-07-16 13:23:47.845,IT,CRM,conversationalist,spanish
4612451,2025-12-23 05:24:05.382,PL,Paid,exam_prepper,english
4992017,2025-06-21 03:52:12.334,US,Paid,working_professional,portuguese
4729308,2025-12-18 08:48:12.979,DE,Paid,working_professional,english
4020480,2025-07-02 06:22:57.890,ES,Direct & Brand,working_professional,english
4898348,2025-10-30 07:50:01.012,US,Paid,relocator,english
4923435,2026-02-22 01:12:47.098,IT,Direct & Brand,conversationalist,english
4802784,2025-11-19 07:24:35.201,IT,Paid,working_professional,english
4603655,2026-01-05 01:00:56.935,AR,Direct & Brand,conversationalist,french
4398858,2025-07-20 14:45:17.053,DE,Paid,working_professional,english
4500149,2026-01-23 15:59:08.361,US,CRM,conversationalist,english
4006182,2025-10-28 23:41:22.423,FR,Other,working_professional,portuguese
4988536,2025-12-26 19:26:57.389,FR,Paid,working_professional,german
4368845,2026-01-05 15:11:16.777,SE,Direct & Brand,relocator,french
4313118,2026-02-05 00:44:24.121,AR,Paid,conversationalist,spanish
4790075,2025-11-18 13:17:13.201,FR,CRM,exam_prepper,english
4408930,2025-09-05 12:09:57.350,UK,Direct & Brand,conversationalist,german
4894905,2025-10-19 00:11:41.229,ES,Paid,relocator,german
4934953,2026-01-13 19:04:27.655,US,WoM,relocator,english
4999744,2025-09-04 23:38:06.376,ES,Paid,exam_prepper,french
4876325,2026-03-03 16:49:05.811,US,WoM,conversationalist,french
4439375,2025-08-13 06:47:52.811,ES,CRM,working_professional,english
4564365,2025-11-18 18:19:21.265,UK,Paid,conversationalist,english
4783826,2026-03-17 22:06:34.137,ES,Direct & Brand,exam_prepper,english
4770319,2026-03-15 10:24:09.609,ES,Paid,relocator,spanish
4572661,2025-09-08 20:31:10.380,AU,Paid,relocator,english
4838722,2025-12-12 12:59:59.965,JP,WoM,conversationalist,english
4632556,2025-10-11 02:27:09.572,JP,Direct & Brand,conversationalist,english
4941423,2025-12-24 08:42:23.689,AR,CRM,exam_prepper,english
4231251,2025-06-08 19:49:41.555,US,Paid,conversationalist,french
4511945,2025-08-05 20:36:27.776,TR,Paid,working_professional,portuguese
4230080,2025-12-01 13:31:27.958,UK,Other,conversationalist,spanish
4286193,2025-06-01 16:24:26.730,DE,Direct & Brand,conversationalist,english
4457007,2026-02-13 01:26:33.672,FR,Direct & Brand,exam_prepper,french
4509232,2026-04-06 23:23:35.853,UK,Paid,working_professional,italian
4030434,2025-07-21 19:18:29.937,US,WoM,relocator,italian
4407746,2025-07-30 22:47:08.957,US,Direct & Brand,working_professional,french
4352457,2025-11-22 22:44:06.259,BR,Paid,exam_prepper,german
4701364,2025-12-05 21:15:04.113,US,CRM,conversationalist,french
4712131,2026-01-25 07:44:19.314,UK,CRM,conversationalist,spanish
4836912,2026-02-03 22:56:41.511,US,CRM,conversationalist,english
4423956,2025-09-19 09:35:45.395,NL,WoM,conversationalist,french
4759359,2026-01-21 21:33:24.267,SE,Paid,working_professional,spanish
4173061,2026-01-14 00:35:38.289,NL,CRM,conversationalist,english
4881334,2025-07-31 18:03:51.246,ES,Paid,working_professional,english
4490094,2025-08-18 13:01:15.563,ES,Direct & Brand,working_professional,spanish
4964209,2025-12-17 06:12:40.907,AR,Paid,working_professional,spanish
4133827,2025-04-21 08:02:03.675,ES,WoM,working_professional,english
4652483,2025-11-28 17:20:48.873,ES,Paid,working_professional,spanish
4560069,2025-06-29 07:06:32.371,IT,Paid,conversationalist,english
4028276,2025-07-20 14:10:09.229,BR,Paid,conversationalist,portuguese
4950983,2026-01-06 02:41:09.744,MX,Paid,relocator,english
4413160,2025-09-27 13:28:50.881,US,Paid,conversationalist,portuguese
4620644,2025-09-09 02:24:15.349,US,Direct & Brand,working_professional,english
4591807,2025-11-06 23:09:49.978,PL,Direct & Brand,relocator,french
4695205,2026-02-09 13:10:59.361,ES,Paid,conversationalist,english
4028418,2025-09-10 09:16:30.213,SE,CRM,conversationalist,italian
4088025,2025-05-09 08:02:23.948,NL,Paid,relocator,italian
4673971,2025-12-05 04:20:23.385,US,Paid,conversationalist,german
4449433,2026-03-03 03:03:47.875,IT,Direct & Brand,conversationalist,english
4142291,2025-12-03 05:25:54.594,US,Paid,conversationalist,english
4908959,2025-09-30 09:06:05.048,US,Paid,relocator,english
4484125,2025-11-27 21:20:21.012,AU,Direct & Brand,exam_prepper,english
4190556,2026-03-06 19:30:09.248,BR,Paid,working_professional,spanish
4052727,2025-06-06 12:50:27.707,SE,Paid,working_professional,english
4272793,2025-11-23 15:40:11.062,US,Paid,conversationalist,english
4397519,2025-07-12 07:13:42.046,JP,Paid,working_professional,italian
4343254,2025-05-17 14:10:12.037,ES,Paid,conversationalist,spanish
4221941,2025-09-14 12:58:44.514,FR,CRM,conversationalist,italian
4476786,2025-09-06 05:39:09.673,ES,Other,relocator,french
4342722,2025-12-15 19:57:29.875,AR,Direct & Brand,working_professional,french
4353894,2025-12-26 00:00:28.608,AR,WoM,conversationalist,spanish
4798207,2026-03-07 00:12:26.542,BR,CRM,conversationalist,english
4922369,2026-01-12 02:36:00.499,ES,Paid,working_professional,english
4397542,2026-01-30 08:41:29.130,UK,Paid,exam_prepper,english
4291773,2025-12-11 18:29:27.895,ES,Direct & Brand,working_professional,english
4788539,2025-09-25 02:27:40.396,ES,Direct & Brand,relocator,german
4997409,2025-08-08 20:05:41.078,US,WoM,working_professional,french
4872335,2025-10-25 03:28:32.330,FR,Paid,working_professional,english
4442042,2025-11-16 11:07:12.871,NL,Other,working_professional,french
4264525,2025-06-23 03:45:50.236,MX,Paid,working_professional,english
4875467,2025-07-08 15:19:53.160,JP,WoM,exam_prepper,english
4085884,2026-03-09 23:09:50.198,ES,CRM,exam_prepper,spanish
4493152,2025-05-20 10:15:35.262,SE,Paid,conversationalist,german
4020324,2025-10-17 19:40:24.111,SE,Paid,relocator,english
4785408,2026-02-07 19:32:07.429,FR,CRM,exam_prepper,spanish
4565621,2025-10-23 13:13:05.368,US,Paid,conversationalist,spanish
4054615,2025-09-10 21:36:24.616,US,CRM,relocator,spanish
4998160,2026-01-13 03:57:14.897,ES,Direct & Brand,working_professional,french
4366960,2025-08-21 02:03:17.897,US,Paid,working_professional,portuguese
4235113,2026-02-04 04:07:06.736,US,Paid,working_professional,english
4681725,2025-06-20 17:25:06.086,DE,Paid,working_professional,portuguese
4071951,2025-09-17 11:56:20.751,FR,Direct & Brand,working_professional,english
4819182,2025-09-25 03:38:54.249,US,Other,relocator,english
4683414,2025-10-25 18:33:47.371,US,Paid,conversationalist,english
4042213,2025-08-24 17:55:23.486,US,Paid,working_professional,english
4790870,2025-06-04 15:17:30.033,US,Paid,exam_prepper,spanish
4032537,2025-08-07 10:32:25.615,AR,Paid,working_professional,german
4995740,2025-05-18 20:37:50.940,MX,Paid,exam_prepper,portuguese
4259295,2025-07-06 10:38:47.660,US,Paid,working_professional,english
4209044,2025-12-08 03:52:04.650,UK,WoM,relocator,english
4879995,2025-10-10 03:33:22.208,ES,Paid,exam_prepper,english
4021369,2025-12-30 17:42:23.213,ES,CRM,working_professional,english
4651517,2025-12-13 09:36:50.294,ES,Paid,working_professional,english
4159784,2026-01-05 06:17:45.983,FR,WoM,relocator,english
4250132,2025-11-23 10:20:52.223,ES,Paid,exam_prepper,english
4132352,2025-11-23 20:28:10.142,FR,Direct & Brand,working_professional,english
4496564,2025-08-16 05:00:58.051,UK,Paid,relocator,english
4701978,2025-10-30 13:41:01.617,US,Paid,exam_prepper,french
4119946,2025-08-27 11:05:35.581,IT,Direct & Brand,working_professional,english
4591364,2025-11-07 03:58:07.002,NL,WoM,working_professional,english
4993795,2026-01-26 13:55:44.978,MX,Paid,working_professional,french
4228552,2025-08-04 06:00:59.679,BR,Paid,relocator,english
4487623,2025-12-18 15:21:44.861,FR,CRM,working_professional,english
4733442,2025-11-14 19:20:55.649,US,Direct & Brand,relocator,italian
4268690,2025-09-22 07:33:15.072,FR,Direct & Brand,relocator,english
4804150,2026-01-03 15:49:18.439,MX,Paid,exam_prepper,english
4386814,2025-07-19 01:04:04.969,SE,Paid,working_professional,english
4175939,2026-01-13 20:21:13.104,IT,CRM,conversationalist,english
4635324,2025-09-10 03:09:54.345,DE,WoM,working_professional,english
4636745,2025-07-13 07:12:49.385,UK,Paid,conversationalist,spanish
4784256,2025-10-17 20:09:29.295,PL,CRM,working_professional,italian
4753252,2026-03-11 02:33:28.608,ES,Paid,conversationalist,english
4120096,2025-11-28 10:32:21.164,US,Paid,working_professional,spanish
4815573,2025-11-23 14:12:25.741,US,Paid,conversationalist,english
4859099,2026-02-28 16:07:14.406,US,WoM,conversationalist,english
4171720,2025-12-24 04:44:45.790,UK,Paid,working_professional,german
4326147,2025-11-06 18:50:13.585,ES,Paid,conversationalist,french
4113349,2025-11-04 01:39:30.471,MX,WoM,exam_prepper,english
4606794,2026-01-18 13:57:29.650,US,Paid,conversationalist,english
4026925,2025-12-26 21:10:43.862,MX,Paid,working_professional,english
4974008,2025-07-11 08:07:02.942,IT,Direct & Brand,relocator,german
4327110,2026-01-18 19:49:06.538,US,CRM,working_professional,english
4603766,2025-10-25 02:31:16.070,ES,Paid,working_professional,french
4710250,2025-08-19 04:30:07.735,US,Direct & Brand,conversationalist,english
4952134,2026-01-05 19:22:31.109,US,Direct & Brand,exam_prepper,english
4393537,2026-02-11 11:40:06.026,TR,WoM,exam_prepper,italian
4415922,2025-05-21 07:11:16.034,JP,Paid,working_professional,spanish
4987203,2025-12-23 17:02:37.439,DE,Paid,conversationalist,english
4749747,2025-05-12 12:18:07.027,TR,Direct & Brand,exam_prepper,english
4207963,2025-05-14 04:35:42.314,US,Direct & Brand,working_professional,english
4079688,2026-01-05 05:07:03.350,UK,Paid,working_professional,german
4620859,2026-01-26 14:50:54.617,DE,Other,conversationalist,portuguese
4724161,2026-01-25 00:12:27.043,FR,Paid,working_professional,english
4870917,2025-08-06 03:24:27.887,ES,WoM,relocator,italian
4657711,2026-01-16 10:43:56.571,ES,Direct & Brand,exam_prepper,english
4254646,2025-10-23 14:19:05.002,ES,WoM,conversationalist,english
4106851,2025-07-28 20:08:33.635,UK,Paid,relocator,french
4731059,2025-11-22 10:26:29.930,US,Direct & Brand,relocator,english
4810004,2025-10-07 14:50:15.657,FR,Paid,conversationalist,italian
4316232,2026-02-26 11:08:25.832,BR,Direct & Brand,exam_prepper,english
4891597,2026-02-13 15:53:41.067,US,Direct & Brand,exam_prepper,spanish
4717497,2025-07-15 20:47:37.276,BR,CRM,working_professional,english
4629577,2025-08-31 08:08:14.456,JP,Direct & Brand,working_professional,spanish
4844657,2025-06-06 08:39:44.388,US,Paid,working_professional,german
4126935,2025-12-30 20:30:01.964,NL,Paid,working_professional,english
4834904,2025-04-27 16:53:54.808,DE,CRM,exam_prepper,german
4593423,2025-11-21 03:01:11.355,US,CRM,working_professional,english
4820652,2026-01-09 08:18:18.467,BR,Other,conversationalist,spanish
4043064,2025-09-14 20:29:26.112,IT,Paid,working_professional,english
4364069,2025-10-16 22:41:41.522,JP,Direct & Brand,working_professional,italian
4558623,2025-11-13 00:29:17.219,US,Paid,conversationalist,german
4449186,2025-06-26 07:24:32.272,US,Direct & Brand,working_professional,french
4693655,2025-09-08 19:17:50.595,MX,Paid,working_professional,italian
4388571,2025-12-03 08:38:42.730,US,CRM,conversationalist,spanish
4072306,2025-09-13 05:37:22.172,FR,CRM,working_professional,english
4530538,2026-01-02 02:06:31.516,AR,Direct & Brand,exam_prepper,portuguese
4678998,2025-09-03 16:06:57.137,PL,CRM,working_professional,portuguese
4357806,2026-02-22 15:07:02.813,NL,Paid,exam_prepper,spanish
4013266,2025-06-14 13:06:44.257,UK,Paid,conversationalist,spanish
4890844,2025-11-07 02:18:14.804,US,Paid,exam_prepper,german
4440463,2025-10-16 03:42:06.654,US,CRM,relocator,english
4862276,2025-10-25 21:21:11.832,BR,Other,exam_prepper,english
4514013,2026-01-08 08:32:22.851,ES,WoM,relocator,german
4110665,2025-10-04 21:36:05.931,US,Direct & Brand,working_professional,english
4454582,2025-10-26 23:14:52.812,AR,WoM,working_professional,french
4379781,2025-07-11 14:04:34.498,FR,WoM,relocator,english
4666459,2026-02-24 01:57:07.376,FR,WoM,relocator,spanish
4934884,2025-11-23 17:21:56.807,MX,Paid,conversationalist,french
4868962,2025-09-24 22:15:31.446,US,WoM,relocator,french
4482071,2026-03-07 21:26:38.957,MX,WoM,relocator,english
4741666,2025-09-06 20:02:31.085,DE,Direct & Brand,conversationalist,english
4160422,2025-05-09 23:59:03.543,US,CRM,working_professional,spanish
4456641,2025-09-18 23:35:30.078,US,CRM,exam_prepper,english
4184692,2026-01-26 09:07:57.037,FR,WoM,working_professional,english
4769440,2026-01-01 21:37:00.708,US,CRM,relocator,french
4547091,2025-04-14 23:55:46.931,US,Paid,working_professional,english
4682054,2025-12-16 04:41:56.111,US,Paid,conversationalist,english
4283201,2026-02-16 15:34:13.814,DE,CRM,working_professional,italian
4645830,2025-09-09 12:49:35.497,ES,Direct & Brand,conversationalist,english
4847458,2025-11-04 22:22:57.459,UK,Other,conversationalist,english
4964289,2025-07-25 07:14:19.585,MX,Paid,working_professional,german
4564315,2025-05-02 01:28:41.703,MX,Other,working_professional,german
4812270,2025-10-14 14:52:05.450,US,WoM,working_professional,english
4506983,2025-11-18 16:13:24.151,US,Paid,working_professional,english
4487455,2025-12-09 23:58:38.830,MX,Paid,exam_prepper,english
4456732,2026-01-06 23:21:46.983,NL,Paid,conversationalist,french
4865845,2026-02-24 20:35:24.072,TR,WoM,working_professional,portuguese
4766536,2025-11-23 00:36:49.682,DE,Paid,working_professional,french
4621254,2026-01-28 23:17:51.479,BR,Paid,relocator,french
4281433,2025-10-19 22:39:17.282,ES,Direct & Brand,exam_prepper,german
4337960,2026-01-30 05:42:20.177,NL,CRM,conversationalist,english
4893085,2026-03-06 12:30:40.868,NL,Paid,working_professional,italian
4257420,2025-10-08 13:04:28.518,US,CRM,working_professional,german
4871084,2025-10-03 19:55:39.190,BR,Paid,exam_prepper,english
4980022,2025-11-19 13:02:35.925,MX,Paid,exam_prepper,english
4090872,2025-09-19 12:34:45.418,US,Paid,working_professional,english
4292477,2026-02-16 17:20:36.933,ES,CRM,conversationalist,spanish
4924457,2026-01-25 13:38:50.762,ES,Other,relocator,english
4472700,2025-12-20 23:10:23.463,US,WoM,relocator,english
4255709,2025-08-07 07:45:49.303,MX,CRM,exam_prepper,italian
4786931,2025-10-16 02:46:09.275,ES,Other,working_professional,english
4487282,2026-01-04 07:36:40.737,DE,Paid,exam_prepper,german
4597530,2026-02-27 08:42:33.014,DE,Paid,working_professional,spanish
4639979,2025-12-13 12:14:29.684,ES,Other,exam_prepper,english
4700646,2025-11-26 21:22:35.167,DE,WoM,exam_prepper,spanish
4397399,2025-11-24 05:52:52.124,SE,WoM,working_professional,italian
4352737,2025-09-23 04:16:50.041,ES,Paid,working_professional,english
4030094,2025-10-17 03:56:49.782,US,Paid,conversationalist,english
4518317,2025-08-23 01:59:30.184,MX,Paid,working_professional,english
4892288,2025-04-16 19:32:55.343,DE,Paid,conversationalist,english
4340802,2025-12-31 14:07:21.397,JP,WoM,conversationalist,spanish
4190672,2026-03-02 00:58:22.846,AR,WoM,conversationalist,french
4511233,2025-08-25 01:08:46.825,US,CRM,relocator,italian
4222423,2025-06-30 05:37:23.844,BR,Direct & Brand,working_professional,english
4372060,2025-12-23 20:14:19.964,DE,Paid,conversationalist,english
4836587,2025-06-11 14:20:24.004,ES,Paid,working_professional,german
4270902,2025-04-17 17:27:33.415,US,WoM,working_professional,english
4356871,2025-12-21 08:28:14.702,PL,Paid,relocator,portuguese
4293243,2025-06-13 02:17:09.269,US,Direct & Brand,conversationalist,english
4923082,2026-03-05 06:34:51.283,US,Direct & Brand,exam_prepper,english
4625113,2025-05-29 10:46:28.729,DE,CRM,working_professional,english
4735244,2025-07-23 09:56:27.176,DE,Paid,working_professional,english
4922859,2025-05-12 21:47:50.905,US,Paid,working_professional,english
4289688,2025-09-02 02:49:04.352,BR,Paid,relocator,english
4582789,2025-08-12 13:12:53.487,DE,CRM,conversationalist,portuguese
4010644,2025-12-30 05:24:55.717,AR,Direct & Brand,working_professional,english
4541722,2025-09-02 14:08:12.134,FR,Paid,conversationalist,french
4994115,2025-11-20 08:35:39.409,US,Paid,conversationalist,english
4200337,2025-10-15 03:22:30.755,DE,Other,relocator,german
4089771,2025-09-22 08:50:40.335,ES,Paid,conversationalist,english
4253080,2025-07-07 14:26:28.989,ES,Direct & Brand,working_professional,english
4755053,2026-02-03 01:25:45.938,US,WoM,exam_prepper,german
4426170,2025-09-17 23:18:17.516,DE,WoM,exam_prepper,english
4512311,2025-12-26 13:26:25.824,IT,Paid,working_professional,english
4582144,2026-01-05 03:52:02.179,ES,Paid,conversationalist,english
4794993,2025-10-04 04:39:21.274,US,Direct & Brand,relocator,english
4251997,2025-08-17 13:58:22.445,MX,Direct & Brand,exam_prepper,english
4724156,2026-01-10 18:53:34.625,ES,CRM,working_professional,english
4499219,2025-11-25 06:46:15.018,AR,Paid,working_professional,portuguese
4677278,2025-11-28 08:02:10.049,ES,Paid,conversationalist,spanish
